@relation mfccATestset-weka.filters.unsupervised.attribute.Remove-R15

@attribute speech {no,yes}
@attribute ' Avgf0' numeric
@attribute ' Avgf1' numeric
@attribute ' Avgf2' numeric
@attribute ' Avgf3' numeric
@attribute ' Avgf4' numeric
@attribute ' Avgf5' numeric
@attribute ' Avgf6' numeric
@attribute ' Avgf7' numeric
@attribute ' Avgf8' numeric
@attribute ' Avgf9' numeric
@attribute ' Avgf10' numeric
@attribute ' Avgf11' numeric
@attribute ' Avgf12' numeric

@data
no,6.107831,5.979339,5.237569,4.742535,3.932495,4.116598,5.025609,5.458291,5.278515,5.631998,6.432558,6.737221,7.040014
no,6.045608,5.995789,5.168788,4.646209,3.911066,3.893541,4.646631,4.993577,4.939682,5.367129,6.129771,6.531169,6.890486
no,5.845033,5.788312,5.045831,4.618918,3.831366,3.895701,4.652837,5.041629,5.073994,5.427386,6.161307,6.452362,6.797247
no,5.990089,6.270133,5.238788,4.700051,3.861158,3.986408,4.786075,5.119586,5.099367,5.470609,6.135482,6.408059,6.789195
no,6.322978,6.285915,5.588362,5.389718,5.181751,5.65779,6.186115,6.680165,6.999613,7.404073,8.079624,9.827677,10.591044
no,5.79817,5.821257,5.07652,4.608767,3.808525,3.966815,4.810661,5.180242,5.119544,5.437127,6.115989,6.442849,6.858395
no,5.880344,6.173615,5.207897,4.708422,3.882092,4.005282,4.801263,5.031108,5.00798,5.33595,5.927729,6.21075,6.611631
no,5.900526,6.229279,5.254523,4.63101,3.862679,3.955095,4.735127,4.968624,4.883798,5.235855,5.806391,6.16134,6.59907
no,5.838585,5.87251,5.119603,4.544542,3.871437,4.055147,4.864612,5.165643,5.02915,5.354062,5.853577,6.195152,6.601488
no,5.925813,6.244758,5.233959,4.707613,3.90543,4.024223,4.846705,5.125421,4.989299,5.261919,5.752593,6.097134,6.46058
yes,7.638445,7.644733,8.125724,8.598236,7.213419,6.48516,6.836858,7.24546,8.096065,8.900932,9.084856,8.910909,9.129686
yes,7.842859,7.939083,8.598243,8.815344,7.000099,6.374761,6.723473,7.06371,7.735521,8.668616,9.038043,8.85152,8.911066
yes,7.66433,7.94293,7.995988,8.414329,7.294243,6.637538,7.044523,7.202328,7.827279,8.41711,8.648614,8.698437,8.904105
yes,7.912113,8.004461,8.236496,8.77546,7.480502,6.894044,7.334861,7.401946,7.899748,8.32175,8.424216,8.547516,8.532731
yes,7.677995,7.815317,8.03809,8.45639,7.093548,6.267614,6.6719,7.137276,7.75943,8.329457,8.503738,8.433453,8.582213
yes,7.878547,8.170734,8.561221,8.961042,7.418046,6.756128,7.140739,7.424514,8.083589,8.595139,8.838163,8.792863,8.858937
yes,7.714393,7.869831,8.369521,8.858214,7.371752,6.775479,7.109154,7.393906,7.86823,8.378814,8.614105,8.478004,8.580173
yes,7.793199,8.112134,8.450959,8.783417,7.222907,6.710488,7.224095,7.382862,7.679609,8.175703,8.383772,8.373782,8.405316
yes,7.963298,8.103395,9.099224,9.498084,7.9058,7.131984,7.390052,7.599029,7.992818,8.435624,8.890504,9.101631,9.202491
yes,8.137586,8.247511,8.630575,9.033063,7.356754,6.70344,7.032836,7.163662,7.574721,8.149443,8.401158,8.31651,8.289355
yes,7.855882,8.064548,8.299882,8.721938,7.32399,6.624002,7.074117,7.243308,7.731248,8.311884,8.589186,8.439517,8.589958
yes,7.860685,7.778942,8.035889,8.31678,6.680824,6.17721,6.61137,6.715554,7.110477,7.925316,8.270926,8.394816,8.609681
yes,8.125626,8.074108,8.573265,8.905626,7.301266,6.54557,6.917278,7.059037,7.589305,7.908738,8.166138,8.3374,8.510974
yes,7.874334,8.003453,8.692607,8.924444,7.067452,6.580678,6.965838,7.206579,7.997287,8.797563,8.956091,8.858389,9.15633
yes,7.960137,7.828997,8.365396,8.789568,7.132059,6.342481,6.77148,7.223563,7.943202,8.502974,8.635934,8.649207,8.820976
yes,7.927512,8.034599,8.053343,8.270001,6.870788,6.263963,6.56242,6.753925,7.291685,8.019913,8.175336,8.229512,8.421384
yes,8.055493,7.525806,8.046121,8.592605,7.295851,6.549484,7.084343,7.49376,7.786592,8.369772,8.641247,8.72411,8.905815
yes,7.935469,8.078677,8.531248,8.888461,7.214749,6.463014,6.963656,7.355226,7.979001,8.625935,8.784889,8.888475,9.161304
yes,7.650516,7.592779,7.642888,8.030679,6.967819,6.353421,6.942403,7.04087,7.230581,7.568409,7.851395,7.971106,8.16151
yes,7.64107,7.850877,8.55559,9.076267,7.658714,7.030363,7.28554,7.639702,8.031869,8.415358,8.667842,8.838451,8.91332
yes,7.543548,7.892853,7.712651,8.101227,6.696522,6.149545,6.708572,6.918639,7.295421,7.714596,7.877676,7.944333,8.112031
yes,7.809732,7.946697,8.249319,8.633798,6.990685,6.254387,6.706032,7.030671,7.489833,8.003701,8.272741,8.324405,8.475884
yes,7.895869,7.725924,8.077029,8.474165,7.091685,6.380558,6.919778,7.248859,7.992415,8.345863,8.528777,8.499955,8.769628
yes,8.066178,7.709635,7.962494,8.378134,7.249727,6.537538,7.027751,7.062354,7.511119,8.228083,8.430989,8.462378,8.458424
yes,7.824325,7.898186,8.038115,8.534013,7.418125,6.747765,7.258488,7.295241,7.729044,8.223487,8.387702,8.572127,8.610193
yes,7.915181,7.92768,7.893015,8.150255,6.944267,6.375507,6.936764,6.937952,7.402589,7.881119,8.250037,8.318909,8.312288
yes,7.738349,7.790082,8.189417,8.430794,6.923343,6.284952,6.812472,7.097179,7.694395,8.103079,8.336527,8.379832,8.501243
yes,7.84284,7.949003,8.353061,8.47292,6.802988,6.068413,6.549144,6.910156,7.335747,8.231772,8.605514,8.526255,8.619628
yes,7.864377,8.034575,8.481279,8.764501,7.413657,6.668258,7.174982,7.494803,7.84172,8.34985,8.67736,8.583029,8.546107
yes,7.731878,7.821132,8.139083,8.375458,7.103956,6.507374,6.9354,7.205585,7.635827,8.3449,8.682344,8.538429,8.609434
